,latitude_ERA,longitude_ERA,MODIS_LST,V15_prediction,V20_prediction,V20X_prediction,V15X_prediction,V15_error,V20_error,V20X_error,V15X_error,delta,deltaX,deltaX15,values,step,surface,latitude,longitude,change_in_cl,V15_cl,V20_cl,percentage_change_in_cl,heightAboveGround,change_in_si10,V15_si10,V20_si10,percentage_change_in_si10,change_in_cvh,V15_cvh,V20_cvh,percentage_change_in_cvh,change_in_cvl,V15_cvl,V20_cvl,percentage_change_in_cvl,change_in_lsm,V15_lsm,V20_lsm,percentage_change_in_lsm,change_in_dl,V15_dl,V20_dl,percentage_change_in_dl,cl_change_is_significant,si10_change_is_significant,cvh_change_is_significant,cvl_change_is_significant,lsm_change_is_significant,dl_change_is_significant,bitstring
18688,-20.093670428465817,34.875,306.4977,301.2714,301.80435,302.67676,304.86462,5.5187516,5.1298995,4.5771375,2.5577776,-0.38885212,-0.94161415,-2.960974,362044,0 days,0.0,-20.093670428465817,34.875,4.196167e-05,0.0,4.196167e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.019182563,0.03659165,0.055774212,0.52423334,-10.119141,16.55664,6.4375,-0.6111832,False,False,False,False,False,True,000100
18819,-19.812640080416976,-175.21875,298.52692,305.81448,304.00598,302.87708,303.6458,7.2875943,5.486071,4.410156,3.360534,-1.8015232,-2.8774385,-3.9270604,361297,0 days,0.0,-19.812640080416976,-175.21875,0.0008853674,0.0,0.0008853674,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0008468628,0.004554987,0.0054018497,0.18591991,187.89062,1349.7393,1537.6299,0.13920513,False,False,False,False,False,True,000100
18821,-19.812640080416976,-174.375,300.58527,306.62097,305.8317,306.29645,300.56552,6.03571,5.2464423,5.7111735,4.0771155,-0.78926754,-0.32453632,-1.9585943,361300,0 days,0.0,-19.812640080416976,-174.375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.039015293,0.0010650158,0.04008031,36.633533,142.64258,217.53906,360.18164,0.65571016,False,False,False,False,False,True,000100
18823,-19.812640080416976,-70.03125,318.52606,314.9013,313.51407,316.39386,300.66882,4.306619,5.4067388,3.7638807,3.5695746,1.1001196,-0.54273844,-0.7370446,361671,0 days,0.0,-19.812640080416976,-70.03125,-0.033191204,0.033324003,0.00013279915,-0.9960149,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,1.5258789e-05,0.32691956,0.3269348,4.6674446e-05,-0.009492755,0.966676,0.95718324,-0.009819997,-164.77734,202.36328,37.585938,-0.814265,False,False,False,False,False,True,000100
18830,-19.812640080416976,-68.0625,302.0862,307.8474,307.01266,306.11615,302.01196,6.10694,5.263415,4.9374013,3.4603238,-0.84352493,-1.1695385,-2.646616,361678,0 days,0.0,-19.812640080416976,-68.0625,0.00047898293,0.0,0.00047898293,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,-0.00047898293,1.0,0.999521,-0.00047898293,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
18832,-19.812640080416976,-67.5,298.26053,306.66434,305.6836,302.51895,309.1661,8.595803,7.569425,4.739697,3.1747835,-1.0263782,-3.8561063,-5.4210196,361680,0 days,0.0,-19.812640080416976,-67.5,0.06160581,0.0,0.06160581,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-3.5762787e-07,0.99996984,0.9999695,-3.5763867e-07,-0.06160581,1.0,0.9383942,-0.06160581,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
19011,-19.812640080416976,44.4375,307.82764,306.00537,313.1207,307.18195,305.14746,2.8294413,5.386821,3.1837466,2.6100292,2.5573795,0.35430527,-0.21941209,360798,0 days,0.0,-19.812640080416976,44.4375,0.024787068,0.0,0.024787068,inf,10.0,0.0,0.0,0.0,,-0.28863525,0.28863525,0.0,-1.0,-0.11009836,0.11009836,0.0,-1.0,-0.01439023,0.50813425,0.49374402,-0.02831974,-14.076172,25.0,10.923828,-0.5630469,False,False,True,True,False,True,011100
19030,-19.812640080416976,119.8125,314.2644,310.6276,309.31543,309.40042,302.61234,4.299237,5.341837,5.2871666,3.0247705,1.0426002,0.9879298,-1.2744663,361066,0 days,0.0,-19.812640080416976,119.8125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0010166168,0.00015509129,0.0011717081,6.554958,2.421875,13.719727,16.141602,0.17652503,False,False,False,False,False,True,000100
19031,-19.812640080416976,120.09375,314.9903,310.01794,309.54987,310.227,305.9951,5.4587975,5.79484,5.254806,5.495391,0.3360424,-0.20399141,0.036593437,361067,0 days,0.0,-19.812640080416976,120.09375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.02768886,0.04769337,0.07538223,0.5805599,0.390625,11.556641,11.947266,0.03380091,False,False,False,False,False,False,000000
19032,-19.812640080416976,120.375,318.2348,313.19217,312.8328,312.50784,305.39194,5.499985,5.7552443,6.1063714,4.89477,0.25525904,0.6063862,-0.6052151,361068,0 days,0.0,-19.812640080416976,120.375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.03495288,0.27195716,0.30691004,0.12852347,-1.9765625,8.591797,6.6152344,-0.23005228,False,False,False,False,False,True,000100
19133,-19.531609732026208,-70.3125,315.29605,303.72888,303.6772,308.23785,303.04828,11.589014,11.637452,7.34518,4.1528177,0.048438072,-4.243834,-7.4361963,360390,0 days,0.0,-19.531609732026208,-70.3125,6.67572e-06,0.0,6.67572e-06,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.01079762,0.07657552,0.0657779,-0.14100616,-74.06348,427.1836,353.12012,-0.17337622,False,False,False,False,False,True,000100
19140,-19.531609732026208,-68.34375,303.625,309.0454,307.8448,307.19907,303.88046,5.9650116,5.4097943,4.8865175,4.3320174,-0.55521727,-1.0784941,-1.6329942,360397,0 days,0.0,-19.531609732026208,-68.34375,0.008086801,5.9604645e-05,0.008146405,135.674,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.66893e-06,0.9495256,0.9495239,-1.7576461e-06,-0.008086801,0.9999404,0.9918536,-0.008087283,5.625,1.0,6.625,5.625,False,False,False,False,False,True,000100
19243,-19.531609732026208,12.65625,308.07782,303.4137,302.79626,307.33087,305.18878,5.2019978,5.7622395,3.0283635,2.5600235,0.5602417,-2.1736343,-2.6419742,359405,0 days,0.0,-19.531609732026208,12.65625,5.221367e-05,0.0,5.221367e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.012222171,0.05657828,0.044356108,-0.21602231,-13.75,87.42969,73.67969,-0.15726924,False,False,False,False,False,True,000100
19312,-19.531609732026208,32.0625,313.61786,308.6967,307.90536,309.1485,305.28555,5.063596,5.783019,4.6710367,3.4161942,0.7194233,-0.39255905,-1.6474016,359474,0 days,0.0,-19.531609732026208,32.0625,6.67572e-06,0.0,6.67572e-06,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.4662743e-05,0.96491945,0.9649048,-1.519582e-05,-6.67572e-06,1.0,0.9999933,-6.67572e-06,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
19442,-19.250579383299957,-70.3125,315.77057,305.20752,303.8273,308.76764,300.54492,10.609856,11.959955,7.271842,2.4837914,1.3500996,-3.3380136,-8.126064,359110,0 days,0.0,-19.250579383299957,-70.3125,0.00018823147,0.0,0.00018823147,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.021309137,0.32273173,0.3014226,-0.0660274,-37.23633,336.75684,299.5205,-0.11057334,False,False,False,False,False,True,000100
19449,-19.250579383299957,-68.34375,302.24478,307.03378,307.31796,306.47833,302.39035,5.894493,6.08209,5.5255284,3.8574119,0.1875968,-0.36896467,-2.0370812,359117,0 days,0.0,-19.250579383299957,-68.34375,0.09345651,1.859665e-05,0.0934751,5025.4487,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.4424324e-05,0.9562522,0.9562378,-1.5084225e-05,-0.09345651,0.9999814,0.9065249,-0.09345824,10.228516,1.0,11.228516,10.228516,False,False,False,False,False,True,000100
19450,-19.250579383299957,-68.0625,298.84204,308.30872,303.84766,303.7178,302.72766,10.47893,6.7989845,6.691264,3.6264484,-3.679946,-3.7876663,-6.852482,359118,0 days,0.0,-19.250579383299957,-68.0625,0.40174794,0.059404492,0.46115243,6.762922,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.4662743e-05,0.6995386,0.6995239,-2.0960591e-05,-0.40174794,0.9405955,0.53884757,-0.42712083,10.654297,1.0,11.654297,10.654297,True,False,False,False,True,True,100110
19481,-19.250579383299957,-59.34375,308.35013,303.72824,303.71054,304.07123,305.3137,5.0989203,5.1266055,4.8585954,2.3810816,0.027685165,-0.24032497,-2.7178388,359149,0 days,0.0,-19.250579383299957,-59.34375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.9957886,0.9957886,0.0,-1.0967255e-05,0.003062725,0.0030517578,-0.0035808813,0.0,1.0,1.0,0.0,-18.0,25.0,7.0,-0.72,False,False,False,False,False,True,000100
19635,-19.250579383299957,44.15625,304.21585,308.85587,309.59906,308.75272,302.8132,4.6400294,5.383208,4.5548015,3.0113776,0.74317837,-0.08522797,-1.6286519,358237,0 days,0.0,-19.250579383299957,44.15625,0.00018680096,0.0,0.00018680096,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.0016697645,0.008321285,0.0066515207,-0.20066185,-9.001953,29.302734,20.300781,-0.30720523,False,False,False,False,False,True,000100
19747,-19.250579383299957,178.03125,296.08038,302.9003,301.59213,302.26883,304.07922,6.8199196,5.511748,6.1884494,3.3827407,-1.3081717,-0.6314702,-3.4371789,358713,0 days,0.0,-19.250579383299957,178.03125,0.00011062622,0.0,0.00011062622,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.014515758,0.05481851,0.06933427,0.26479664,366.54102,890.91895,1257.46,0.41141903,False,False,False,False,False,True,000100
19764,-18.969549034244565,-66.9375,299.17102,295.301,292.90707,294.89246,311.68723,4.832548,6.7263846,4.7145686,3.8303201,1.8938365,-0.11797953,-1.002228,357842,0 days,0.0,-18.969549034244565,-66.9375,0.06514156,0.630617,0.6957586,0.10329813,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.06514156,0.36938298,0.30424142,-0.17635235,-4.0,5.0,1.0,-0.8,False,False,False,False,False,True,000100
19862,-18.969549034244565,12.375,309.81036,303.65445,303.35083,308.373,304.89844,6.419305,6.701161,3.66955,2.1820521,0.28185606,-2.749755,-4.2372527,356844,0 days,0.0,-18.969549034244565,12.375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.025303125,0.12242973,0.0971266,-0.20667468,-14.010742,73.756836,59.746094,-0.18995856,False,False,False,False,False,True,000100
20076,-18.68851868486632,-67.21875,300.88306,306.30487,303.73386,302.82938,312.10074,7.2209396,5.4688854,4.787005,4.138556,-1.7520542,-2.4339347,-3.0823836,356561,0 days,0.0,-18.68851868486632,-67.21875,0.1980462,0.24873114,0.44677734,0.796226,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-5.9604645e-06,0.48056626,0.4805603,-1.2403002e-05,-0.1980462,0.75126886,0.55322266,-0.2636156,2.375,5.0,7.375,0.475,True,False,False,False,True,True,100110
20175,-18.68851868486632,12.09375,311.27597,303.3418,302.69937,307.1733,307.00528,7.975584,8.603834,4.56278,3.339708,0.6282501,-3.4128041,-4.6358757,355563,0 days,0.0,-18.68851868486632,12.09375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.017073393,0.07484889,0.057775497,-0.22810483,-15.249023,84.115234,68.86621,-0.1812873,False,False,False,False,False,True,000100
20373,-18.407488335171415,-70.3125,313.97964,307.48145,307.6328,310.98276,300.278,6.878161,6.612891,4.658788,2.6931608,-0.26526976,-2.2193727,-4.1850004,355270,0 days,0.0,-18.407488335171415,-70.3125,-0.3342328,0.3342328,0.0,-1.0,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-5.00679e-06,0.08411145,0.084106445,-5.9525664e-05,-0.024580956,0.6657672,0.64118624,-0.036921248,-41.365234,76.396484,35.03125,-0.5414547,True,False,False,False,False,True,100100
20374,-18.407488335171415,-70.03125,317.351,312.6252,312.25415,313.50317,302.579,5.196715,5.491348,4.690921,5.317784,0.2946329,-0.50579405,0.121068954,355271,0 days,0.0,-18.407488335171415,-70.03125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,2.861023e-06,0.2466402,0.24664307,1.15999865e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
20682,-18.126457985165988,-70.875,313.96024,305.82678,305.07928,307.24222,300.51895,8.367421,9.075303,7.028398,2.2433112,0.7078819,-1.3390231,-6.12411,353988,0 days,0.0,-18.126457985165988,-70.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.02508223,0.09150386,0.06642163,-0.27411118,-89.50098,285.9375,196.43652,-0.31300887,False,False,False,False,False,True,000100
20684,-18.126457985165988,-70.3125,315.33524,311.05673,310.7461,311.35486,300.82083,5.1728683,5.357265,4.9507656,2.6636324,0.18439674,-0.22210264,-2.5092359,353990,0 days,0.0,-18.126457985165988,-70.3125,0.00012207031,0.0,0.00012207031,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,-1.0609627e-05,0.066081166,0.06607056,-0.00016055447,-0.00012540817,1.0,0.9998746,-0.00012540817,-21.887695,25.0,3.1123047,-0.87550783,False,False,False,False,False,True,000100
20688,-18.126457985165988,-69.1875,301.86923,299.38232,298.22427,298.38324,312.2685,4.9261036,5.594609,5.272331,4.3064814,0.6685052,0.34622765,-0.61962223,353994,0 days,0.0,-18.126457985165988,-69.1875,0.02466619,0.006165147,0.030831337,4.000909,10.0,0.026672363,0.0,0.026672363,inf,0.0,0.031402588,0.031402588,0.0,9.417534e-06,0.9342557,0.93426514,1.0080253e-05,-0.02466619,0.99383485,0.96916866,-0.024819205,-1.671875,12.921875,11.25,-0.12938331,False,False,False,False,False,True,000100
21004,-17.845427634856097,-71.15625,314.9758,306.5114,305.85275,309.2586,300.90442,8.555968,9.142781,6.028212,4.7208614,0.586813,-2.5277562,-3.8351068,352707,0 days,0.0,-17.845427634856097,-71.15625,5.722046e-05,0.0,5.722046e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.040632486,0.38706052,0.34642804,-0.104977086,-94.890625,237.39551,142.50488,-0.39971533,False,False,False,False,False,True,000100
21006,-17.845427634856097,-70.59375,317.02216,312.50714,311.57004,311.36795,301.22006,4.999391,5.762813,5.92073,3.9949956,0.763422,0.92133904,-1.0043955,352709,0 days,0.0,-17.845427634856097,-70.59375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.053466797,0.053466797,0.0,5.9604645e-06,0.28408217,0.28408813,2.098148e-05,0.0,1.0,1.0,0.0,-22.0,25.0,3.0,-0.88,False,False,False,False,False,True,000100
21331,-17.564397284247743,-71.4375,312.53363,305.64917,305.1882,308.35538,301.07446,7.4208746,7.8189692,5.2327557,3.1673064,0.39809465,-2.188119,-4.253568,351426,0 days,0.0,-17.564397284247743,-71.4375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.013196111,0.15835631,0.1451602,-0.083331764,-80.65625,265.43457,184.77832,-0.3038649,False,False,False,False,False,True,000100
21368,-17.564397284247743,-61.03125,310.40283,305.4848,305.05453,305.85858,307.9806,5.1376305,5.524906,4.823613,3.291302,0.3872757,-0.3140173,-1.8463285,351463,0 days,0.0,-17.564397284247743,-61.03125,-7.843971e-05,7.927418e-05,8.34465e-07,-0.9894737,10.0,0.0,0.0,0.0,,0.0,0.2774048,0.2774048,0.0,-3.9339066e-06,0.70038235,0.7003784,-5.6167987e-06,7.843971e-05,0.9999207,0.99999917,7.844593e-05,2.0,5.0,7.0,0.4,False,False,False,False,False,True,000100
21601,-17.564397284247743,133.3125,320.18173,316.35724,314.9473,316.09976,316.46558,4.22578,5.430505,4.4371085,3.829703,1.2047248,0.2113285,-0.39607692,350874,0 days,0.0,-17.564397284247743,133.3125,-4.1007996e-05,5.90086e-05,1.8000603e-05,-0.6949495,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,4.1007996e-05,0.999941,0.999982,4.1010415e-05,0.3203125,0.6796875,1.0,0.47126436,False,False,False,False,False,True,000100
21627,-17.564397284247743,140.625,313.54,305.69443,305.97736,306.43198,311.0134,8.0225115,7.8078403,7.5773363,3.4639876,-0.21467113,-0.44517517,-4.558524,350900,0 days,0.0,-17.564397284247743,140.625,0.017808676,0.0,0.017808676,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.1110723,0.36286473,0.47393703,0.30609837,0.04296875,2.1083984,2.1513672,0.020379806,False,False,False,False,True,False,000010
21657,-17.283366933346855,-71.71875,312.2019,305.89804,304.46848,308.40375,301.18118,6.757363,8.0919285,4.635767,2.8552792,1.3345656,-2.1215959,-3.9020836,350145,0 days,0.0,-17.283366933346855,-71.71875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.026147842,0.1953001,0.16915226,-0.13388546,-1.8642578,174.11426,172.25,-0.010707094,False,False,False,False,False,False,000000
21658,-17.283366933346855,-71.4375,318.59225,312.4524,311.7145,315.28305,301.1238,6.619084,7.2334595,4.426499,3.575033,0.6143756,-2.192585,-3.044051,350146,0 days,0.0,-17.283366933346855,-71.4375,-0.25123644,0.2513255,8.904934e-05,-0.9996457,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.033375025,0.7486745,0.7152995,-0.044578817,-8.1484375,66.12402,57.975586,-0.12322961,True,False,False,False,False,True,100100
21671,-17.283366933346855,-67.78125,300.99652,307.46603,306.3372,306.0169,306.8868,6.6721563,5.6684446,5.4717417,3.6967998,-1.0037117,-1.2004147,-2.9753566,350159,0 days,0.0,-17.283366933346855,-67.78125,0.000705719,0.0,0.000705719,inf,10.0,0.0,0.0,0.0,,0.0,0.002319336,0.002319336,0.0,1.168251e-05,0.99550223,0.9955139,1.1735293e-05,-0.000705719,1.0,0.9992943,-0.000705719,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
21672,-17.283366933346855,-67.5,300.41534,306.13306,305.56522,303.41162,304.20642,6.2351265,5.7839255,4.264867,4.095839,-0.45120096,-1.9702597,-2.1392875,350160,0 days,0.0,-17.283366933346855,-67.5,7.879734e-05,0.0,7.879734e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,5.364418e-06,0.9999336,0.99993896,5.364774e-06,-7.879734e-05,1.0,0.9999212,-7.879734e-05,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
21674,-17.283366933346855,-66.9375,297.37228,302.20914,302.2666,302.66962,305.62396,5.0803804,5.20651,5.561848,5.078182,0.12612963,0.48146772,-0.0021982193,350162,0 days,0.0,-17.283366933346855,-66.9375,9.024143e-05,0.0,9.024143e-05,inf,10.0,0.0,0.0,0.0,,3.2186508e-06,0.07412398,0.0741272,4.3422533e-05,-3.2186508e-06,0.925876,0.9258728,-3.4763302e-06,-9.024143e-05,1.0,0.99990976,-9.024143e-05,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
21675,-17.283366933346855,-66.65625,296.55875,301.6231,302.26355,303.40363,304.767,5.268076,5.950647,6.9171968,5.1627955,0.68257093,1.6491208,-0.1052804,350163,0 days,0.0,-17.283366933346855,-66.65625,7.56979e-05,0.0,7.56979e-05,inf,10.0,0.0,0.0,0.0,,-1.4305115e-06,0.21896505,0.21896362,-6.5330582e-06,1.4305115e-06,0.78103495,0.7810364,1.8315588e-06,-7.56979e-05,1.0,0.9999243,-7.56979e-05,-7.0,25.0,18.0,-0.28,False,False,False,False,False,True,000100
21954,-17.283366933346855,140.90625,313.44705,306.0377,306.62628,306.68503,311.34644,7.5570946,7.020778,7.0457726,3.6717086,-0.5363164,-0.511322,-3.885386,349621,0 days,0.0,-17.283366933346855,140.90625,0.0040519238,0.0,0.0040519238,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.09619486,0.39152956,0.48772442,0.24568991,-0.98535156,2.6054688,1.6201172,-0.3781859,False,False,False,False,False,True,000100
21980,-17.002336582159288,-72.28125,309.82217,305.77267,305.43912,308.31613,301.09558,5.446494,5.7202015,4.189164,4.356235,0.2737074,-1.25733,-1.0902591,348863,0 days,0.0,-17.002336582159288,-72.28125,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.012865901,0.059455633,0.046589732,-0.21639499,-106.27637,689.5078,583.23145,-0.15413366,False,False,False,False,False,True,000100
21981,-17.002336582159288,-72.0,314.4319,308.987,307.89948,310.3838,301.34616,6.220218,7.091501,5.2202854,5.023174,0.87128305,-0.99993277,-1.1970444,348864,0 days,0.0,-17.002336582159288,-72.0,-0.29795492,0.29798543,3.0517578e-05,-0.9998976,10.0,0.0,0.0,0.0,,0.0,0.013061523,0.013061523,0.0,-8.583069e-06,0.12839603,0.12838745,-6.684839e-05,-0.037127733,0.70201457,0.66488683,-0.05288741,-140.71387,278.72266,138.00879,-0.50485265,True,False,False,False,False,True,100100
21982,-17.002336582159288,-71.71875,315.62482,312.35,310.09464,311.95624,300.79144,3.9802408,5.8356614,4.3635974,3.2568002,1.8554206,0.38335657,-0.72344065,348865,0 days,0.0,-17.002336582159288,-71.71875,1.5258789e-05,0.0,1.5258789e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.00018310547,0.00018310547,0.0,3.2186508e-06,0.13412154,0.13412476,2.3998016e-05,-1.5258789e-05,1.0,0.99998474,-1.5258789e-05,-12.736328,25.0,12.263672,-0.5094531,False,False,False,False,False,True,000100
22218,-17.002336582159288,122.34375,313.36353,307.18958,307.05875,307.18488,297.74008,6.69046,6.8001122,6.817273,2.140308,0.10965204,0.12681293,-4.5501523,348275,0 days,0.0,-17.002336582159288,122.34375,0.0031180382,0.0,0.0031180382,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.02866745,0.33691275,0.3655802,0.08508865,2.647461,5.470703,8.118164,0.4839343,False,False,False,False,False,True,000100
22263,-17.002336582159288,135.0,319.40927,313.93417,313.75864,313.3279,314.69434,5.6608624,5.757082,6.2162194,3.9464333,0.09621954,0.555357,-1.7144291,348320,0 days,0.0,-17.002336582159288,135.0,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,-24.0,25.0,1.0,-0.96,False,False,False,False,False,True,000100
22280,-17.002336582159288,140.90625,311.99042,305.5313,306.4337,306.4635,308.58496,6.7470603,5.895778,5.9046073,5.013803,-0.8512821,-0.842453,-1.7332573,348341,0 days,0.0,-17.002336582159288,140.90625,0.005487323,0.0,0.005487323,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.019407868,0.17824364,0.1976515,0.10888393,2.2919922,2.274414,4.5664062,1.0077287,False,False,False,False,False,True,000100
22309,-16.721306230690846,-72.84375,306.1777,296.774,296.58453,299.6685,301.0671,9.474437,9.63448,6.7202187,3.0642805,0.16004372,-2.754218,-6.4101562,347581,0 days,0.0,-16.721306230690846,-72.84375,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.0081602335,0.034290552,0.026130319,-0.23797323,34.30371,282.51953,316.82324,0.121420674,False,False,False,False,False,True,000100
22310,-16.721306230690846,-72.5625,311.88666,295.84854,296.03827,299.47794,300.97812,16.524921,16.380873,13.05245,3.1902313,-0.14404869,-3.4724712,-13.33469,347582,0 days,0.0,-16.721306230690846,-72.5625,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,-0.017914891,0.30649006,0.28857517,-0.058451787,-8.833984,164.83203,155.99805,-0.05359386,False,False,False,False,False,False,000000
22322,-16.721306230690846,-69.1875,302.5606,307.52597,307.55353,306.60236,300.52435,5.5215,5.562636,4.781065,4.285686,0.041135788,-0.7404351,-1.2358141,347594,0 days,0.0,-16.721306230690846,-69.1875,6.330013e-05,0.0,6.330013e-05,inf,10.0,0.0,0.0,0.0,,8.34465e-07,0.001982808,0.0019836426,0.00042085012,-8.34465e-07,0.9980172,0.99801636,-8.361229e-07,-6.330013e-05,1.0,0.9999367,-6.330013e-05,53.862305,25.0,78.862305,2.1544921,False,False,False,False,False,True,000100
22327,-16.721306230690846,-67.78125,300.77222,296.8299,295.82074,294.1745,301.7286,5.0910506,5.850686,7.21885,3.8588197,0.75963545,2.1277995,-1.2322309,347599,0 days,0.0,-16.721306230690846,-67.78125,-0.0020151138,0.0021919012,0.00017678738,-0.9193452,10.0,0.037261963,0.0,0.037261963,inf,0.0,0.06845093,0.06845093,0.0,-4.172325e-06,0.9297222,0.929718,-4.4877115e-06,0.0020151138,0.9978081,0.9998232,0.0020195404,-122.0,140.0,18.0,-0.87142855,False,False,False,False,False,True,000100
22553,-16.721306230690846,123.1875,312.54562,306.80103,306.5771,307.0695,300.79135,6.239675,6.3909,6.221501,2.7135274,0.15122509,-0.018174171,-3.5261476,346998,0 days,0.0,-16.721306230690846,123.1875,0.00087976456,0.0,0.00087976456,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.026068091,0.13897789,0.16504598,0.18757007,4.883789,4.9257812,9.80957,0.99147505,False,False,False,False,False,True,000100
22609,-16.721306230690846,139.21875,308.7467,303.52853,303.58246,304.1334,307.7374,5.807297,5.772819,5.441414,4.009938,-0.034478188,-0.36588335,-1.7973595,347055,0 days,0.0,-16.721306230690846,139.21875,0.003326416,0.0,0.003326416,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.029272437,0.37354672,0.40281916,0.07836352,-0.060546875,2.1533203,2.0927734,-0.028117914,False,False,False,False,False,False,000000
22630,-16.721306230690846,178.3125,300.57895,308.95578,308.02097,307.85315,301.22314,8.376839,7.441999,7.2742023,3.3159852,-0.9348397,-1.1026363,-5.0608535,347194,0 days,0.0,-16.721306230690846,178.3125,2.8252602e-05,0.0,2.8252602e-05,inf,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0015999079,0.02114749,0.022747397,0.075654745,62.864258,50.710938,113.575195,1.2396587,False,False,False,False,False,True,000100
22637,-16.440275878947272,-151.875,299.75446,305.52972,304.97382,302.29053,297.873,5.775299,5.2193756,2.536087,2.1736007,-0.55592346,-3.239212,-3.6016984,346020,0 days,0.0,-16.440275878947272,-151.875,0.0,0.0,0.0,,10.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,,0.006684184,0.0037841797,0.010468364,1.7663496,100.04492,1834.9434,1934.9883,0.054522075,False,False,False,False,False,False,000000
